Index no.,flight_code,source_city,time_taken,stop,destinate_city,price,dep_time_category,arr_time_category,Days_Left,Flight Class
8538,6E-2172,Mumbai,130,non-stop,Delhi,5943,Morning,Morning,13,Economy
8539,6E-5017,Mumbai,130,non-stop,Delhi,5943,Morning,Afternoon,13,Economy
8540,6E-2077,Mumbai,130,non-stop,Delhi,5943,Afternoon,Afternoon,13,Economy
8541,6E-2047,Mumbai,135,non-stop,Delhi,5943,Early Morning,Morning,13,Economy
8542,6E-168,Mumbai,135,non-stop,Delhi,5943,Morning,Afternoon,13,Economy
8543,6E-6234,Mumbai,230,1-stop,Delhi,5939,Afternoon,Evening,13,Economy
8544,6E-296,Mumbai,245,1-stop,Delhi,5939,Night,Night,13,Economy
8545,6E-5372,Mumbai,260,1-stop,Delhi,5939,Early Morning,Morning,13,Economy
8546,6E-5386,Mumbai,305,1-stop,Delhi,5939,Evening,Night,13,Economy
8547,6E-176,Mumbai,375,1-stop,Delhi,5939,Afternoon,Night,13,Economy
8548,6E-5392,Mumbai,410,1-stop,Delhi,5939,Evening,Night,13,Economy
8549,6E-6201,Mumbai,115,non-stop,Delhi,6153,Morning,Morning,13,Economy
8550,6E-6222,Mumbai,255,1-stop,Delhi,6430,Morning,Afternoon,13,Economy
8551,6E-5382,Mumbai,350,1-stop,Delhi,6430,Evening,Night,13,Economy
8552,6E-939,Mumbai,470,1-stop,Delhi,6430,Morning,Evening,13,Economy
8553,6E-5376,Mumbai,430,1-stop,Delhi,6921,Night,Early Morning,13,Economy
8554,6E-5376,Mumbai,530,1-stop,Delhi,6921,Night,Morning,13,Economy
8555,6E-5376,Mumbai,620,1-stop,Delhi,6921,Night,Morning,13,Economy
8556,6E-5392,Mumbai,270,1-stop,Delhi,8394,Evening,Night,13,Economy
8557,6E-6222,Mumbai,490,1-stop,Delhi,9377,Morning,Evening,13,Economy
8558,6E-5384,Mumbai,385,1-stop,Delhi,11351,Morning,Afternoon,13,Business
8559,6E-5013,Mumbai,125,non-stop,Delhi,5943,Early Morning,Early Morning,14,Economy
8560,6E-6721,Mumbai,125,non-stop,Delhi,5943,Early Morning,Morning,14,Economy
8561,6E-416,Mumbai,125,non-stop,Delhi,5943,Evening,Evening,14,Economy
8562,6E-6004,Mumbai,125,non-stop,Delhi,5943,Evening,Night,14,Economy
8563,6E-2518,Mumbai,125,non-stop,Delhi,5943,Night,Night,14,Economy
8564,6E-248,Mumbai,125,non-stop,Delhi,5943,Night,Night,14,Economy
8565,6E-2172,Mumbai,130,non-stop,Delhi,5943,Morning,Morning,14,Economy
8566,6E-168,Mumbai,135,non-stop,Delhi,5943,Morning,Afternoon,14,Economy
8567,6E-6234,Mumbai,230,1-stop,Delhi,5939,Afternoon,Evening,14,Economy
8568,6E-6222,Mumbai,255,1-stop,Delhi,5939,Morning,Afternoon,14,Economy
8569,6E-5372,Mumbai,260,1-stop,Delhi,5939,Early Morning,Morning,14,Economy
8570,6E-5392,Mumbai,270,1-stop,Delhi,5939,Evening,Night,14,Economy
8571,6E-176,Mumbai,375,1-stop,Delhi,5939,Afternoon,Night,14,Economy
8572,6E-939,Mumbai,470,1-stop,Delhi,5939,Morning,Evening,14,Economy
8573,6E-6222,Mumbai,490,1-stop,Delhi,5939,Morning,Evening,14,Economy
8574,6E-6182,Mumbai,565,1-stop,Delhi,5939,Early Morning,Evening,14,Economy
8575,6E-574,Mumbai,110,non-stop,Delhi,6153,Evening,Night,14,Economy
8576,6E-6201,Mumbai,115,non-stop,Delhi,6153,Morning,Morning,14,Economy
8577,6E-2077,Mumbai,130,non-stop,Delhi,6153,Afternoon,Afternoon,14,Economy
8578,6E-2047,Mumbai,135,non-stop,Delhi,6153,Early Morning,Morning,14,Economy
8579,6E-5017,Mumbai,130,non-stop,Delhi,6363,Morning,Afternoon,14,Economy
8580,6E-5376,Mumbai,430,1-stop,Delhi,6921,Night,Early Morning,14,Economy
8581,6E-5376,Mumbai,530,1-stop,Delhi,6921,Night,Morning,14,Economy
8582,6E-5376,Mumbai,620,1-stop,Delhi,6921,Night,Morning,14,Economy
8583,6E-5384,Mumbai,385,1-stop,Delhi,8394,Morning,Afternoon,14,Economy
8584,6E-5386,Mumbai,305,1-stop,Delhi,10196,Evening,Night,14,Business
8585,6E-5392,Mumbai,410,1-stop,Delhi,10196,Evening,Night,14,Business
8586,6E-296,Mumbai,245,1-stop,Delhi,10301,Night,Night,14,Business
8587,6E-5013,Mumbai,125,non-stop,Delhi,2339,Early Morning,Early Morning,15,Economy
8588,6E-6721,Mumbai,125,non-stop,Delhi,2339,Early Morning,Morning,15,Economy
8589,6E-6004,Mumbai,125,non-stop,Delhi,2339,Evening,Night,15,Economy
8590,6E-2518,Mumbai,125,non-stop,Delhi,2339,Night,Night,15,Economy
8591,6E-2172,Mumbai,130,non-stop,Delhi,2339,Morning,Morning,15,Economy
8592,6E-2047,Mumbai,135,non-stop,Delhi,2339,Early Morning,Morning,15,Economy
8593,6E-168,Mumbai,135,non-stop,Delhi,2738,Morning,Afternoon,15,Economy
8594,6E-248,Mumbai,125,non-stop,Delhi,2738,Night,Night,15,Economy
8595,6E-5017,Mumbai,130,non-stop,Delhi,2738,Morning,Afternoon,15,Economy
8596,6E-6234,Mumbai,230,1-stop,Delhi,3010,Afternoon,Evening,15,Economy
8597,6E-574,Mumbai,110,non-stop,Delhi,3108,Evening,Night,15,Economy
8598,6E-6201,Mumbai,115,non-stop,Delhi,3108,Morning,Morning,15,Economy
8599,6E-416,Mumbai,125,non-stop,Delhi,3424,Evening,Evening,15,Economy
8600,6E-2077,Mumbai,130,non-stop,Delhi,3424,Afternoon,Afternoon,15,Economy
8601,6E-5376,Mumbai,430,1-stop,Delhi,4327,Night,Early Morning,15,Economy
8602,6E-5376,Mumbai,530,1-stop,Delhi,4327,Night,Morning,15,Economy
8603,6E-5376,Mumbai,620,1-stop,Delhi,4327,Night,Morning,15,Economy
8604,6E-296,Mumbai,245,1-stop,Delhi,4375,Night,Night,15,Economy
8605,6E-5386,Mumbai,305,1-stop,Delhi,4624,Evening,Night,15,Economy
8606,6E-5392,Mumbai,410,1-stop,Delhi,4957,Evening,Night,15,Economy
8607,6E-6222,Mumbai,255,1-stop,Delhi,5023,Morning,Afternoon,15,Economy
8608,6E-176,Mumbai,375,1-stop,Delhi,5023,Afternoon,Night,15,Economy
8609,6E-6222,Mumbai,490,1-stop,Delhi,5023,Morning,Evening,15,Economy
8610,6E-5382,Mumbai,350,1-stop,Delhi,5303,Evening,Night,15,Economy
8611,6E-5392,Mumbai,270,1-stop,Delhi,5499,Evening,Night,15,Economy
8612,6E-5372,Mumbai,260,1-stop,Delhi,6366,Early Morning,Morning,15,Economy
8613,6E-939,Mumbai,470,1-stop,Delhi,7708,Morning,Evening,15,Economy
8614,6E-5384,Mumbai,385,1-stop,Delhi,9721,Morning,Afternoon,15,Economy
8615,6E-5013,Mumbai,125,non-stop,Delhi,2339,Early Morning,Early Morning,16,Economy
8616,6E-6721,Mumbai,125,non-stop,Delhi,2339,Early Morning,Morning,16,Economy
8617,6E-6004,Mumbai,125,non-stop,Delhi,2339,Evening,Night,16,Economy
8618,6E-2518,Mumbai,125,non-stop,Delhi,2339,Night,Night,16,Economy
8619,6E-2172,Mumbai,130,non-stop,Delhi,2339,Morning,Morning,16,Economy
8620,6E-6234,Mumbai,230,1-stop,Delhi,2339,Afternoon,Evening,16,Economy
8621,6E-574,Mumbai,110,non-stop,Delhi,2738,Evening,Night,16,Economy
8622,6E-416,Mumbai,125,non-stop,Delhi,2738,Evening,Evening,16,Economy
8623,6E-248,Mumbai,125,non-stop,Delhi,2738,Night,Night,16,Economy
8624,6E-6201,Mumbai,115,non-stop,Delhi,3424,Morning,Morning,16,Economy
8625,6E-5017,Mumbai,130,non-stop,Delhi,3424,Morning,Afternoon,16,Economy
8626,6E-2047,Mumbai,135,non-stop,Delhi,3424,Early Morning,Morning,16,Economy
8627,6E-168,Mumbai,135,non-stop,Delhi,3424,Morning,Afternoon,16,Economy
8628,6E-5376,Mumbai,530,1-stop,Delhi,3528,Night,Morning,16,Economy
8629,6E-5376,Mumbai,620,1-stop,Delhi,3528,Night,Morning,16,Economy
8630,6E-296,Mumbai,245,1-stop,Delhi,3609,Night,Night,16,Economy
8631,6E-6182,Mumbai,565,1-stop,Delhi,3681,Early Morning,Evening,16,Economy
8632,6E-5386,Mumbai,305,1-stop,Delhi,3849,Evening,Night,16,Economy
8633,6E-2077,Mumbai,130,non-stop,Delhi,4061,Afternoon,Afternoon,16,Economy
8634,6E-5376,Mumbai,430,1-stop,Delhi,4327,Night,Early Morning,16,Economy
8635,6E-5392,Mumbai,410,1-stop,Delhi,4375,Evening,Night,16,Economy
8636,6E-5392,Mumbai,270,1-stop,Delhi,4917,Evening,Night,16,Economy
8637,6E-6222,Mumbai,490,1-stop,Delhi,5023,Morning,Evening,16,Economy
8638,6E-176,Mumbai,375,1-stop,Delhi,5488,Afternoon,Night,16,Economy
8639,6E-6222,Mumbai,255,1-stop,Delhi,5695,Morning,Afternoon,16,Economy
8640,6E-5372,Mumbai,260,1-stop,Delhi,6366,Early Morning,Morning,16,Economy
8641,6E-939,Mumbai,470,1-stop,Delhi,9050,Morning,Evening,16,Economy
8642,6E-5384,Mumbai,385,1-stop,Delhi,9721,Morning,Afternoon,16,Economy
8643,6E-5013,Mumbai,125,non-stop,Delhi,2339,Early Morning,Early Morning,17,Economy
8644,6E-6721,Mumbai,125,non-stop,Delhi,2339,Early Morning,Morning,17,Economy
8645,6E-6004,Mumbai,125,non-stop,Delhi,2339,Evening,Night,17,Economy
8646,6E-2518,Mumbai,125,non-stop,Delhi,2339,Night,Night,17,Economy
8647,6E-2172,Mumbai,130,non-stop,Delhi,2339,Morning,Morning,17,Economy
8648,6E-2047,Mumbai,135,non-stop,Delhi,2339,Early Morning,Morning,17,Economy
8649,6E-6234,Mumbai,230,1-stop,Delhi,2339,Afternoon,Evening,17,Economy
8650,6E-5376,Mumbai,430,1-stop,Delhi,2339,Night,Early Morning,17,Economy
8651,6E-5395,Mumbai,525,1-stop,Delhi,2339,Morning,Evening,17,Economy
8652,6E-574,Mumbai,110,non-stop,Delhi,2738,Evening,Night,17,Economy
8653,6E-6201,Mumbai,115,non-stop,Delhi,2738,Morning,Morning,17,Economy
8654,6E-248,Mumbai,125,non-stop,Delhi,2738,Night,Night,17,Economy
8655,6E-5017,Mumbai,130,non-stop,Delhi,2738,Morning,Afternoon,17,Economy
8656,6E-168,Mumbai,135,non-stop,Delhi,2738,Morning,Afternoon,17,Economy
8657,6E-5372,Mumbai,260,1-stop,Delhi,3010,Early Morning,Morning,17,Economy
8658,6E-416,Mumbai,125,non-stop,Delhi,3108,Evening,Evening,17,Economy
8659,6E-2077,Mumbai,130,non-stop,Delhi,3108,Afternoon,Afternoon,17,Economy
8660,6E-5376,Mumbai,530,1-stop,Delhi,3528,Night,Morning,17,Economy
8661,6E-5376,Mumbai,620,1-stop,Delhi,3528,Night,Morning,17,Economy
8662,6E-296,Mumbai,245,1-stop,Delhi,3681,Night,Night,17,Economy
8663,6E-213,Mumbai,345,1-stop,Delhi,3944,Early Morning,Afternoon,17,Economy
8664,6E-6222,Mumbai,490,1-stop,Delhi,3947,Morning,Evening,17,Economy
8665,6E-6182,Mumbai,565,1-stop,Delhi,4316,Early Morning,Evening,17,Economy
8666,6E-5386,Mumbai,305,1-stop,Delhi,4352,Evening,Night,17,Economy
8667,6E-5392,Mumbai,410,1-stop,Delhi,4375,Evening,Night,17,Economy
8668,6E-5392,Mumbai,270,1-stop,Delhi,4702,Evening,Night,17,Economy
8669,6E-6222,Mumbai,255,1-stop,Delhi,5023,Morning,Afternoon,17,Economy
8670,6E-176,Mumbai,375,1-stop,Delhi,5695,Afternoon,Night,17,Economy
8671,6E-5384,Mumbai,385,1-stop,Delhi,6257,Morning,Afternoon,17,Economy
8672,6E-939,Mumbai,470,1-stop,Delhi,9513,Morning,Evening,17,Economy
8673,6E-5013,Mumbai,125,non-stop,Delhi,2339,Early Morning,Early Morning,18,Economy
8674,6E-6721,Mumbai,125,non-stop,Delhi,2339,Early Morning,Morning,18,Economy
8675,6E-6004,Mumbai,125,non-stop,Delhi,2339,Evening,Night,18,Economy
8676,6E-2518,Mumbai,125,non-stop,Delhi,2339,Night,Night,18,Economy
8677,6E-2172,Mumbai,130,non-stop,Delhi,2339,Morning,Morning,18,Economy
8678,6E-6234,Mumbai,230,1-stop,Delhi,2339,Afternoon,Evening,18,Economy
8679,6E-296,Mumbai,245,1-stop,Delhi,2339,Night,Night,18,Economy
8680,6E-176,Mumbai,375,1-stop,Delhi,2339,Afternoon,Night,18,Economy
8681,6E-5376,Mumbai,430,1-stop,Delhi,2339,Night,Early Morning,18,Economy
8682,6E-6222,Mumbai,490,1-stop,Delhi,2339,Morning,Evening,18,Economy
8683,6E-5395,Mumbai,525,1-stop,Delhi,2339,Morning,Evening,18,Economy
8684,6E-574,Mumbai,110,non-stop,Delhi,2738,Evening,Night,18,Economy
8685,6E-168,Mumbai,135,non-stop,Delhi,2738,Morning,Afternoon,18,Economy
8686,6E-416,Mumbai,125,non-stop,Delhi,2738,Evening,Evening,18,Economy
8687,6E-248,Mumbai,125,non-stop,Delhi,2738,Night,Night,18,Economy
8688,6E-5017,Mumbai,130,non-stop,Delhi,2738,Morning,Afternoon,18,Economy
8689,6E-2077,Mumbai,130,non-stop,Delhi,2738,Afternoon,Afternoon,18,Economy
8690,6E-2047,Mumbai,135,non-stop,Delhi,2738,Early Morning,Morning,18,Economy
8691,6E-5372,Mumbai,260,1-stop,Delhi,3010,Early Morning,Morning,18,Economy
8692,6E-5386,Mumbai,305,1-stop,Delhi,3010,Evening,Night,18,Economy
8693,6E-5382,Mumbai,350,1-stop,Delhi,3010,Evening,Night,18,Economy
8694,6E-5376,Mumbai,530,1-stop,Delhi,3010,Night,Morning,18,Economy
8695,6E-6201,Mumbai,115,non-stop,Delhi,3108,Morning,Morning,18,Economy
8696,6E-5392,Mumbai,270,1-stop,Delhi,3681,Evening,Night,18,Economy
8697,6E-5392,Mumbai,410,1-stop,Delhi,3681,Evening,Night,18,Economy
8698,6E-5376,Mumbai,620,1-stop,Delhi,3846,Night,Morning,18,Economy
8699,6E-6222,Mumbai,255,1-stop,Delhi,5023,Morning,Afternoon,18,Economy
8700,6E-5384,Mumbai,385,1-stop,Delhi,6048,Morning,Afternoon,18,Economy
8701,6E-939,Mumbai,470,1-stop,Delhi,6518,Morning,Evening,18,Economy
8702,6E-5013,Mumbai,125,non-stop,Delhi,2339,Early Morning,Early Morning,19,Economy
8703,6E-6721,Mumbai,125,non-stop,Delhi,2339,Early Morning,Morning,19,Economy
8704,6E-6004,Mumbai,125,non-stop,Delhi,2339,Evening,Night,19,Economy
8705,6E-2518,Mumbai,125,non-stop,Delhi,2339,Night,Night,19,Economy
8706,6E-5006,Mumbai,130,non-stop,Delhi,2339,Early Morning,Morning,19,Economy
8707,6E-2172,Mumbai,130,non-stop,Delhi,2339,Morning,Morning,19,Economy
8708,6E-2047,Mumbai,135,non-stop,Delhi,2339,Early Morning,Morning,19,Economy
8709,6E-6234,Mumbai,230,1-stop,Delhi,2339,Afternoon,Evening,19,Economy
8710,6E-296,Mumbai,245,1-stop,Delhi,2339,Night,Night,19,Economy
8711,6E-6222,Mumbai,255,1-stop,Delhi,2339,Morning,Afternoon,19,Economy
8712,6E-5372,Mumbai,260,1-stop,Delhi,2339,Early Morning,Morning,19,Economy
8713,6E-5386,Mumbai,305,1-stop,Delhi,2339,Evening,Night,19,Economy
8714,6E-5382,Mumbai,350,1-stop,Delhi,2339,Evening,Night,19,Economy
8715,6E-176,Mumbai,375,1-stop,Delhi,2339,Afternoon,Night,19,Economy
8716,6E-5376,Mumbai,430,1-stop,Delhi,2339,Night,Early Morning,19,Economy
8717,6E-6222,Mumbai,490,1-stop,Delhi,2339,Morning,Evening,19,Economy
8718,6E-5376,Mumbai,530,1-stop,Delhi,2339,Night,Morning,19,Economy
8719,6E-6182,Mumbai,565,1-stop,Delhi,2339,Early Morning,Evening,19,Economy
8720,6E-574,Mumbai,110,non-stop,Delhi,2738,Evening,Night,19,Economy
8721,6E-154,Mumbai,125,non-stop,Delhi,2738,Night,Early Morning,19,Economy
8722,6E-416,Mumbai,125,non-stop,Delhi,2738,Evening,Evening,19,Economy
8723,6E-248,Mumbai,125,non-stop,Delhi,2738,Night,Night,19,Economy
8724,6E-945,Mumbai,130,non-stop,Delhi,2738,Afternoon,Evening,19,Economy
8725,6E-168,Mumbai,135,non-stop,Delhi,2738,Morning,Afternoon,19,Economy
8726,6E-6201,Mumbai,115,non-stop,Delhi,3108,Morning,Morning,19,Economy
8727,6E-5017,Mumbai,130,non-stop,Delhi,3108,Morning,Afternoon,19,Economy
8728,6E-2077,Mumbai,130,non-stop,Delhi,3108,Afternoon,Afternoon,19,Economy
8729,6E-5376,Mumbai,620,1-stop,Delhi,3528,Night,Morning,19,Economy
8730,6E-5392,Mumbai,410,1-stop,Delhi,3681,Evening,Night,19,Economy
8731,6E-5392,Mumbai,270,1-stop,Delhi,4352,Evening,Night,19,Economy
8732,6E-939,Mumbai,470,1-stop,Delhi,4809,Morning,Evening,19,Economy
8733,6E-5384,Mumbai,385,1-stop,Delhi,8558,Morning,Afternoon,19,Economy
8734,6E-5013,Mumbai,125,non-stop,Delhi,2339,Early Morning,Early Morning,20,Economy
8735,6E-6721,Mumbai,125,non-stop,Delhi,2339,Early Morning,Morning,20,Economy
8736,6E-6004,Mumbai,125,non-stop,Delhi,2339,Evening,Night,20,Economy
8737,6E-2518,Mumbai,125,non-stop,Delhi,2339,Night,Night,20,Economy
8738,6E-5006,Mumbai,130,non-stop,Delhi,2339,Early Morning,Morning,20,Economy
8739,6E-2172,Mumbai,130,non-stop,Delhi,2339,Morning,Morning,20,Economy
8740,6E-6234,Mumbai,230,1-stop,Delhi,2339,Afternoon,Evening,20,Economy
8741,6E-296,Mumbai,245,1-stop,Delhi,2339,Night,Night,20,Economy
8742,6E-5372,Mumbai,260,1-stop,Delhi,2339,Early Morning,Morning,20,Economy
8743,6E-5386,Mumbai,305,1-stop,Delhi,2339,Evening,Night,20,Economy
8744,6E-176,Mumbai,375,1-stop,Delhi,2339,Afternoon,Night,20,Economy
8745,6E-5376,Mumbai,430,1-stop,Delhi,2339,Night,Early Morning,20,Economy
8746,6E-6222,Mumbai,490,1-stop,Delhi,2339,Morning,Evening,20,Economy
8747,6E-5376,Mumbai,530,1-stop,Delhi,2339,Night,Morning,20,Economy
8748,6E-6182,Mumbai,565,1-stop,Delhi,2339,Early Morning,Evening,20,Economy
8749,6E-574,Mumbai,110,non-stop,Delhi,2738,Evening,Night,20,Economy
8750,6E-168,Mumbai,135,non-stop,Delhi,2738,Morning,Afternoon,20,Economy
8751,6E-6201,Mumbai,115,non-stop,Delhi,2738,Morning,Morning,20,Economy
8752,6E-154,Mumbai,125,non-stop,Delhi,2738,Night,Early Morning,20,Economy
8753,6E-416,Mumbai,125,non-stop,Delhi,2738,Evening,Evening,20,Economy
8754,6E-248,Mumbai,125,non-stop,Delhi,2738,Night,Night,20,Economy
8755,6E-5017,Mumbai,130,non-stop,Delhi,2738,Morning,Afternoon,20,Economy
8756,6E-945,Mumbai,130,non-stop,Delhi,2738,Afternoon,Evening,20,Economy
8757,6E-2047,Mumbai,135,non-stop,Delhi,2738,Early Morning,Morning,20,Economy
8758,6E-2077,Mumbai,130,non-stop,Delhi,3108,Afternoon,Afternoon,20,Economy
8759,6E-5376,Mumbai,620,1-stop,Delhi,3528,Night,Morning,20,Economy
8760,6E-5392,Mumbai,410,1-stop,Delhi,3681,Evening,Night,20,Economy
8761,6E-939,Mumbai,470,1-stop,Delhi,3681,Morning,Evening,20,Economy
8762,6E-5392,Mumbai,270,1-stop,Delhi,3962,Evening,Night,20,Economy
8763,6E-5382,Mumbai,350,1-stop,Delhi,5023,Evening,Night,20,Economy
8764,6E-6222,Mumbai,255,1-stop,Delhi,5695,Morning,Afternoon,20,Economy
8765,6E-5384,Mumbai,385,1-stop,Delhi,8558,Morning,Afternoon,20,Economy
8766,6E-5013,Mumbai,125,non-stop,Delhi,2339,Early Morning,Early Morning,21,Economy
8767,6E-6721,Mumbai,125,non-stop,Delhi,2339,Early Morning,Morning,21,Economy
8768,6E-6004,Mumbai,125,non-stop,Delhi,2339,Evening,Night,21,Economy
8769,6E-2518,Mumbai,125,non-stop,Delhi,2339,Night,Night,21,Economy
8770,6E-5006,Mumbai,130,non-stop,Delhi,2339,Early Morning,Morning,21,Economy
8771,6E-2172,Mumbai,130,non-stop,Delhi,2339,Morning,Morning,21,Economy
8772,6E-6234,Mumbai,230,1-stop,Delhi,2339,Afternoon,Evening,21,Economy
8773,6E-296,Mumbai,245,1-stop,Delhi,2339,Night,Night,21,Economy
8774,6E-5372,Mumbai,260,1-stop,Delhi,2339,Early Morning,Morning,21,Economy
8775,6E-5392,Mumbai,270,1-stop,Delhi,2339,Evening,Night,21,Economy
8776,6E-5386,Mumbai,305,1-stop,Delhi,2339,Evening,Night,21,Economy
8777,6E-176,Mumbai,375,1-stop,Delhi,2339,Afternoon,Night,21,Economy
8778,6E-5392,Mumbai,410,1-stop,Delhi,2339,Evening,Night,21,Economy
8779,6E-6182,Mumbai,565,1-stop,Delhi,2339,Early Morning,Evening,21,Economy
8780,6E-574,Mumbai,110,non-stop,Delhi,2738,Evening,Night,21,Economy
8781,6E-168,Mumbai,135,non-stop,Delhi,2738,Morning,Afternoon,21,Economy
8782,6E-154,Mumbai,125,non-stop,Delhi,2738,Night,Early Morning,21,Economy
8783,6E-416,Mumbai,125,non-stop,Delhi,2738,Evening,Evening,21,Economy
8784,6E-248,Mumbai,125,non-stop,Delhi,2738,Night,Night,21,Economy
8785,6E-5017,Mumbai,130,non-stop,Delhi,2738,Morning,Afternoon,21,Economy
8786,6E-945,Mumbai,130,non-stop,Delhi,2738,Afternoon,Evening,21,Economy
8787,6E-2047,Mumbai,135,non-stop,Delhi,2738,Early Morning,Morning,21,Economy
8788,6E-5382,Mumbai,350,1-stop,Delhi,3010,Evening,Night,21,Economy
8789,6E-6222,Mumbai,490,1-stop,Delhi,3010,Morning,Evening,21,Economy
8790,6E-2077,Mumbai,130,non-stop,Delhi,3108,Afternoon,Afternoon,21,Economy
8791,6E-6201,Mumbai,115,non-stop,Delhi,3424,Morning,Morning,21,Economy
8792,6E-5376,Mumbai,430,1-stop,Delhi,3528,Night,Early Morning,21,Economy
8793,6E-5376,Mumbai,530,1-stop,Delhi,3528,Night,Morning,21,Economy
8794,6E-6222,Mumbai,255,1-stop,Delhi,3681,Morning,Afternoon,21,Economy
8795,6E-939,Mumbai,470,1-stop,Delhi,3681,Morning,Evening,21,Economy
8796,6E-5376,Mumbai,620,1-stop,Delhi,3846,Night,Morning,21,Economy
8797,6E-5384,Mumbai,385,1-stop,Delhi,13020,Morning,Afternoon,21,Business
8798,6E-5013,Mumbai,125,non-stop,Delhi,2339,Early Morning,Early Morning,22,Economy
8799,6E-6721,Mumbai,125,non-stop,Delhi,2339,Early Morning,Morning,22,Economy
8800,6E-6004,Mumbai,125,non-stop,Delhi,2339,Evening,Night,22,Economy
8801,6E-2518,Mumbai,125,non-stop,Delhi,2339,Night,Night,22,Economy
8802,6E-5006,Mumbai,130,non-stop,Delhi,2339,Early Morning,Morning,22,Economy
8803,6E-2172,Mumbai,130,non-stop,Delhi,2339,Morning,Morning,22,Economy
8804,6E-6234,Mumbai,230,1-stop,Delhi,2339,Afternoon,Evening,22,Economy
8805,6E-6222,Mumbai,255,1-stop,Delhi,2339,Morning,Afternoon,22,Economy
8806,6E-5372,Mumbai,260,1-stop,Delhi,2339,Early Morning,Morning,22,Economy
8807,6E-5386,Mumbai,305,1-stop,Delhi,2339,Evening,Night,22,Economy
8808,6E-176,Mumbai,375,1-stop,Delhi,2339,Afternoon,Night,22,Economy
8809,6E-5376,Mumbai,430,1-stop,Delhi,2339,Night,Early Morning,22,Economy
8810,6E-6222,Mumbai,490,1-stop,Delhi,2339,Morning,Evening,22,Economy
8811,6E-5395,Mumbai,525,1-stop,Delhi,2339,Morning,Evening,22,Economy
8812,6E-5376,Mumbai,530,1-stop,Delhi,2339,Night,Morning,22,Economy
8813,6E-6182,Mumbai,565,1-stop,Delhi,2339,Early Morning,Evening,22,Economy
8814,6E-5376,Mumbai,620,1-stop,Delhi,2339,Night,Morning,22,Economy
8815,6E-574,Mumbai,110,non-stop,Delhi,2738,Evening,Night,22,Economy
8816,6E-168,Mumbai,135,non-stop,Delhi,2738,Morning,Afternoon,22,Economy
8817,6E-6201,Mumbai,115,non-stop,Delhi,2738,Morning,Morning,22,Economy
8818,6E-154,Mumbai,125,non-stop,Delhi,2738,Night,Early Morning,22,Economy
8819,6E-416,Mumbai,125,non-stop,Delhi,2738,Evening,Evening,22,Economy
8820,6E-248,Mumbai,125,non-stop,Delhi,2738,Night,Night,22,Economy
8821,6E-5017,Mumbai,130,non-stop,Delhi,2738,Morning,Afternoon,22,Economy
8822,6E-945,Mumbai,130,non-stop,Delhi,2738,Afternoon,Evening,22,Economy
8823,6E-2047,Mumbai,135,non-stop,Delhi,2738,Early Morning,Morning,22,Economy
8824,6E-2077,Mumbai,130,non-stop,Delhi,3108,Afternoon,Afternoon,22,Economy
8825,6E-296,Mumbai,245,1-stop,Delhi,3609,Night,Night,22,Economy
8826,6E-5392,Mumbai,270,1-stop,Delhi,3609,Evening,Night,22,Economy
8827,6E-5392,Mumbai,410,1-stop,Delhi,3609,Evening,Night,22,Economy
8828,6E-939,Mumbai,470,1-stop,Delhi,4352,Morning,Evening,22,Economy
8829,6E-5382,Mumbai,350,1-stop,Delhi,5511,Evening,Night,22,Economy
8830,6E-5384,Mumbai,385,1-stop,Delhi,6668,Morning,Afternoon,22,Economy
8831,6E-5013,Mumbai,125,non-stop,Delhi,2339,Early Morning,Early Morning,23,Economy
8832,6E-6004,Mumbai,125,non-stop,Delhi,2339,Evening,Night,23,Economy
8833,6E-2518,Mumbai,125,non-stop,Delhi,2339,Night,Night,23,Economy
8834,6E-5006,Mumbai,130,non-stop,Delhi,2339,Early Morning,Morning,23,Economy
8835,6E-2172,Mumbai,130,non-stop,Delhi,2339,Morning,Morning,23,Economy
8836,6E-2047,Mumbai,135,non-stop,Delhi,2339,Early Morning,Morning,23,Economy
8837,6E-6234,Mumbai,230,1-stop,Delhi,2339,Afternoon,Evening,23,Economy
8838,6E-6222,Mumbai,255,1-stop,Delhi,2339,Morning,Afternoon,23,Economy
8839,6E-176,Mumbai,375,1-stop,Delhi,2339,Afternoon,Night,23,Economy
8840,6E-5376,Mumbai,430,1-stop,Delhi,2339,Night,Early Morning,23,Economy
8841,6E-5376,Mumbai,530,1-stop,Delhi,2339,Night,Morning,23,Economy
8842,6E-6182,Mumbai,565,1-stop,Delhi,2339,Early Morning,Evening,23,Economy
8843,6E-574,Mumbai,110,non-stop,Delhi,2738,Evening,Night,23,Economy
8844,6E-168,Mumbai,135,non-stop,Delhi,2738,Morning,Afternoon,23,Economy
8845,6E-154,Mumbai,125,non-stop,Delhi,2738,Night,Early Morning,23,Economy
8846,6E-416,Mumbai,125,non-stop,Delhi,2738,Evening,Evening,23,Economy
8847,6E-248,Mumbai,125,non-stop,Delhi,2738,Night,Night,23,Economy
8848,6E-5017,Mumbai,130,non-stop,Delhi,2738,Morning,Afternoon,23,Economy
8849,6E-945,Mumbai,130,non-stop,Delhi,2738,Afternoon,Evening,23,Economy
8850,6E-6222,Mumbai,490,1-stop,Delhi,3010,Morning,Evening,23,Economy
8851,6E-6201,Mumbai,115,non-stop,Delhi,3108,Morning,Morning,23,Economy
